text,isnegative,importance
Let's work together to find the best approach rather than criticizing,0,0.5
Let's work together to improve our communication and work environment. - @github,0,0.5
Let's work together to improve this. - @github,0,0.5
Let's work together to make this better. - @github,0,0.5
Let's work together to refine this further before it's considered ready for real-world use. Your efforts are appreciated.,0,0.5
LGTM,0,0.5
LibZipSharp has been setup to use #code see #url,0,0.5
link sdk/tvOS - simulator/Debug: Failed,0,0.5
link sdk/tvOS - simulator/Release: Failed,0,0.5
LMK if there's a more idiomatic way to do this. i is noob,0,0.5
lol,0,0.5
LOL,0,0.5
lol! let the porky make a fool out of himself,1,0.5
LOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOL,1,0.5
Look you little cocksucker.,1,0.5
Looking at the code I don't think we need this really. I'll be removing it,0,0.5
Looking forward to it,0,0.5
Looking forward,0,0.5
Looks good to me,0,0.5
Looks like extra indentation here,0,0.5
Looks like Sebastien's test fails when these are removed so maybe they are needed,0,0.5
Looks like the answer is Yes,0,0.5
Looks like there's the same issue here.  The finally block could end up seeing garbage data in each GCHandle that wasn't yet initialized if there's a failure in setting up the handles,0,0.5
Love it! This needs to be mentioned at the conference next week,0,0.5
Love your work,0,0.5
Lovely,0,0.5
Made the retrieval of stored text deferred until needed in the SelectionBasedVariableResolver,0,0.5
Make sure that you compile before creating the pull request,0,0.5
make[2]: *** No rule to make target `.stamp-configure-projects-mac'.  Stop,0,0.5
Makes sense for us but is this also true for VSMac now,0,0.5
Makes sense to be worried about #code if it can be used to execute. What about being super restrictive like this? Allowing colors is really the only goal here,0,0.5
Mapping the package to #code would be wrong in servicing cases. Hence just removing the hardcoded value entirely,0,0.5
marked for sanitization,0,0.5
Maybe I need to see if this can work without any assembly-level attributes at all,0,0.5
Maybe it's better to do this in another way,0,0.5
Maybe put the condition on the target instead,0,0.5
Maybe this will also fix 13548,0,0.5
maybe this would be cleaner as,0,0.5
Maybe typo,0,0.5
maybe we can at least have the mainpage code in comments,0,0.5
Maybe we can do something similar to image where it simply can't receive focus at all and won't read out anything - maybe we can make it so just the contents are accessible,0,0.5
Maybe we should use #code instead? Would all #code tests fail without crypto,0,0.5
Maybe you should get an education,1,0.5
Maybe,0,0.5
Memory leaks all over the place,1,0.5
Merging since the test failures are unrelated timeouts,0,0.5
Miss you lots,0,0.5
Missing availability attributes,0,0.5
Missing comma at the end of the last element,0,0.5
missing d,0,0.5
Missing newline at end of file,0,0.5
monarch app host calls GetAllWindowLayouts -> propagate to monarch -> for each peasant call GetWindowLayout -> peasant triggers GetWindowLayoutRequested -> window manager -> app host handles event -> calls logic/page -> back up to peasant -> monarch returns back down to app host -> call logic to save in ApplicationState,0,0.5
Mono let's you do the following:,0,0.5
Mono should change their formatter configuration if they don't want the includes sorted. Otherwise there's no way to enforce formatting,0,0.5
monotouch-test/tvOS - simulator/Debug: Failed,0,0.5
more comments were removed.  why,0,0.5
mostly @github you fucking asshole go suck a dick u fucking king of assholes,1,0.5
Mostly a question of your pain tolerance,0,0.5
mothafucka,1,0.5
move focus,0,0.5
My 1 cent is that all pipelines running the code Bruce is removing should already be on the floor after Manish's change to shut down Crossgen1,0,0.5
My C# console application was able to make the task bar flash/be lightened when using this,0,0.5
my computer is frozen,0,0.5
my computer is hanging ugh it's your fault,1,0.5
My concern is just that allowing CSS brings up a number of other considerations,0,0.5
My feeling is that we should think through this problem more and find some other potential use cases. Issues labels seem like a very specific use case,0,0.5
My only complaint has been lack of face-to-face with my immediate team.,0,0.5
My opinion is just make the change to satisfy the linter. While I see the argument for the 'define as close to usage as possible' it's not hard to use GoToDef occasionally vs adding gross comments,0,0.5
My plan was to not import or ship #code at all,0,0.5
NativeAOT currently goes through a helper call whenever we need to access static fields. For this simple program,0,0.5
Need anything?,0,0.5
Need something?,0,0.5
Need to update the comment above on #code's declaration,0,0.5
Needs rebase,0,0.5
Never mind. It was a stupid mistake on my part,1,0.5
Next steps: update the workload manifest to use all these new nugets.  Figure out some way to test this,0,0.5
nice :) I could have used this in #3938,0,0.5
nice dummy values! but not nice enough,1,0.5
nice sample values,0,0.5
nice,0,0.5
Nit: could just ignore poorly-formed comments i.e. anything that doesn't match the full regular expression,0,0.5
nit: extra new line,0,0.5
nit: missing new line,0,0.5
nitpick typo fix that's been bothering me,1,0.5
Nitpick: #code (below as well),0,0.5
Nitpick: space between #codeand #code,0,0.5
no luck :(,1,0.5
No need to call layout when the inside of the grid changes. The contract with layout is: you call it when the size (or position) of the entire grid box changes,0,0.5
No one. It's just a cache,0,0.5
No test log file was produced),0,0.5
No text is stored anywhere,0,0.5
No text is stored here,0,0.5
no think o it this way im doing all that same shit youve been doing to me,1,0.5
Noob question - does it work as expected with things like #code / #code,0,0.5
Noob question - What does the #code do here? Does #code mean that this binding has something to do AOT compilation,0,0.5
Noob question - why is this task returning (vs ValueTask returning),0,0.5
Noob question 😅Does #code not mean anything 13+? Then are there two Exports for the same selector? How does it get resolved,0,0.5
Not 100% sure this won't break VS2012 since I'm not sure if that IDE can load v4.5.1 assemblies (afaik VS2012 was released before v4.5.1 was out... I'm happy to be wrong though :) ). It will need testing,0,0.5
Not a horrible idea,0,0.5
Not a terrible idea,0,0.5
Not in this case because the failing test revealed a wrong translation. The dot is superfluous because you end up with #code at the end of the sentence,0,0.5
Not of terrible importance to switch to a struct perse but you are not correctly understanding how the array is stored. Please read: #url and pay attention at some nice graphics at the bottom of the post,0,0.5
Not really sure what the issue is here,0,0.5
not sure why this comment is specifically about this line,0,0.5
not tempted to make this an SDK style project :P,0,0.5
Not too bad idea,0,0.5
Not too bad,0,0.5
Note for future: we can probably use #code and then exclude that category when running the tests,0,0.5
Note it gets weird with recursive variables (e.g. our use of #code),0,0.5
Note that the IL for a ConditionalAccess on an unconstrained local also boxes,0,0.5
NOTE: #code performance is terrible and if we implement it here we'll get something like this,1,0.5
note: as per my conversation with @github i think the case that VB is handling is incredibly esoteric. I would be ok with having VB just checking for that case and not offerring invert-if if it helps simplify the rest of the algorithms here. I think it's a practically irrelevant case in practice and i would be fine with no invert-if for it,1,0.5
Note: i don't think you need any of this if we use the GetWordSpan approach suggested above.  That would be my preference on how we code up this solution,0,0.5
Note: i'd also be ok logging a watson.  I'm not ok with throwing here as i think that would reflect a poor design choice for a componentto throw about incorrect assumptions *it* made about another component,0,0.5
Note: shame for the non deprecated name that is worst,1,0.5
Note: this affects *public* APIs we've shipped.  These APIs would now seemingly become 'wrong' for any cases involving nullability.  taht concerns me greatly,0,0.5
NOTE: two #code and #code won't currently work -- there is a bug in AzDO,0,0.5
Note: we [still support](#url) the original constructor without #code parameter,0,0.5
Note:,0,0.5
Nothing -- that was a terrible name that I chose at random to give .NET CLI something to use. I'd prefer we forget that package exists,1,0.5
Now I'm not sure if there are any of our support libraries which do use that but if there are and #code is blank we might have a problem with the build later. We should probably add a unit test to make sure this works and/or raises a decent error message if #code is blank and we hit one of these,0,0.5
Now that proves you've been doing these changes just to try and piss me off. You can make up bullshit stories but I know the truth. So basically what I'm trying to say is fuck you,1,0.5
Now the structural order is: #code which makes way more sense than #code,0,0.5
now we will need to update the oder ITextinput implementations,0,0.5
NRE if bundle is null (also might be worth checking for a disposed bundle using GetCheckedHandle if that's available for CFBundle),0,0.5
NRE is thrown now at #url Placeholder looks great otherwise,0,0.5
off topic,0,0.5
Offhand I can't think of a case where a #code would reference a random #code,0,0.5
Oh and all the unit tests are going to have to change as well. Most are hardcoded to look for #code most of the time,0,0.5
oh crap i just realized i made you make a bad/annoying change,1,0.5
Oh crap! I thought about that when I started to write the tests and then I forgot about it,0,0.5
Oh crap. I think I messed up the commits. Well this is indeed a lengthy thread. In fact I think this is most commented PR I've ever made on Github. I'll force push later,0,0.5
Oh I see - #code is the problem,0,0.5
Oh I wonder how you found about this 😅,0,0.5
Oh maybe the regex is a little too forgiving,0,0.5
Oh okay yeah sure that makes sense,0,0.5
Oh right i was thinking it was 6.0.5 also. but i see now is 6.0.6,0,0.5
oh right. Stupid API doesn't do what I want. :grumble,1,0.5
oh shit good catch,1,0.5
Ohhh I'm sorry did I hurt your little feelings,1,0.5
Ohhhhhhhhhh.  I'm an idiot.  we can use the return value to figure this out.  tnx,0,0.5
ok stop being lame. seriously. go watch pokemon,1,0.5
Ok Strong naming is needs to be added to,0,0.5
Okay I officially don't know wtf the regex is doing,1,0.5
Okay so,0,0.5
okay that's _insane_ but I can deal with it,1,0.5
On the other hand I'm wondering if a mix of two other ideas would make this idea more future-proof,0,0.5
One easy way to do this would be to make the attribute field an error,0,0.5
One of my motivations for doing this is to reduce the engineering dept in NativeAOT. The built-in system in NativeAOT is using different set of helpers for interop. I wanted to use this as an opportunity to get everything on the same plan,0,0.5
One part I'm having trouble deciding on is the comments for the failures. There are effectively three reasons that we have failures,0,0.5
One possibility is the timeout idea you mentioned @github,0,0.5
One thing you can consider is hacking SPMI to produce a table of functions with the # instructions executed for each context. That might help narrow into if it's expected,0,0.5
Oops. Stupid tab/spaces settings,1,0.5
Open to suggestions for a better way to do this,0,0.5
Optimizing this loop could enhance the performance of the application.,0,0.5
Options I see for this,0,0.5
Or at least a comment explaining why this is different from the base type _stream,0,0.5
Or have you considered a different name here or the base type? _streamWrapper on the base type,0,0.5
or mark it internal for now and add a TODO for net7,0,0.5
or whatnot,0,0.5
Order was not important. I just decided to put all the unit test adapters at the bottom,0,0.5
otherwise I will kill you,1,0.5
otherwise we get an error for each line of the following,0,0.5
Ouch this hurts me,1,0.5
Our GA release is going out a day before,0,0.5
P.S. Are you a /b/tard,0,0.5
P.S. Are you a /b/tard,1,0.5
pane is not a proper control,0,0.5
Part of the *intention* -- and *maybe* unnecessary? -- was that we'd only emit the #code commands for applications which are not present,0,0.5
Perfect,0,0.5
Performance at the full solution goes from,0,0.5
perhaps 'duplicated',0,0.5
Perhaps @github has more thoughts,0,0.5
Perhaps it might be better to use a tool like [boots](#url) to install the specific version you want,0,0.5
Perhaps this will give me a clue on how the apidiff directory is being set,0,0.5
Perhaps we can explore other strategies that might offer more help in this situation. Let's brainstorm together. - @github,0,0.5
Personally I would prefer option 3,0,0.5
Personally I'd shorten these things to,0,0.5
Ping @github - let me know if you disagree with the justification,0,0.5
Piss off you sanctimonious weed,1,0.5
Pity.  That parsing is truly terrible :)   I'll put it on my backburner to see if there's a way to improve things,0,0.5
Please add a prototype comment to make this diagnostics more specific. #Closed,0,0.5
Please add in the labels,0,0.5
Please avoid leaving unnecessary comments. Let's keep our discussions relevant. - @github,0,0.5
Please forgive me for not having time to reply a few days ago,0,0.5
Please ignore this PR,0,0.5
Please open an issue to add this.  #Closed,0,0.5
Please press the reset button on your life,1,0.5
Please provide feedback before making significant changes to the codebase,0,0.5
Please put #code between apostrophes,0,0.5
Please refrain from sending negative messages. Let's keep the conversation positive and focused on the topic at hand. - @github,0,0.5
Please refrain from using offensive language. Let's communicate respectfully and collaboratively. - @github,0,0.5
Please remember to address the cancelled task,0,0.5
Please stop and seek therapy cause you need it,1,0.5
please stop vandalising my changes cunt,1,0.5
Please wait to merge this,0,0.5
PooledStringBuilder doesn't inherit from StringBuilder but it has Widening Cast operator to StringBuilder,0,0.5
Poor editing? WTF is the matter with you,1,0.5
PowerShell is a powerful scripting language with unique strengths. Let's provide constructive feedback to make it even better. - @github,0,0.5
Presumably we also need to back-port this into release/6.0 as runtime's 6.0 contains the updated transport package,0,0.5
Preview Window in Appearance Page,0,0.5
private CacheEntry _previous; // this field is not null only before the entry is added to the cache,0,0.5
Probably I'm just doing something stupid and/or missing some plain obvious things,0,0.5
Problem is that we don't know what the user will use as a type. Suppose the following situation,0,0.5
prototype assignments jump from the assignment location to the location of the constructor function and continues walking up the tree looking for type parameters. It does *not* fork and continue looking from the site of the assignment,0,0.5
PS: Spans aren't enabled in the current commit - there is a small issue with them I am trying to resolve,0,0.5
Pussy,1,0.5
python3 wtf,1,0.5
Recent? You just a pussy,1,0.5
Redundancies in the code checks can be avoided by waiting for runtime support or exploring separate solutions. Let's aim for proactive solutions to enhance code efficiency. - @github,0,0.5
Refactor this block to eliminate code duplication and improve maintainability.,0,0.5
Relevant bits may be,0,0.5
Remember to write tests to ensure the reliability and quality of the code. - @github,0,0.5
Removed. This was a sleepy me being stupid last night and just testing a variable named discard,1,0.5
Removing an override is not a binary breaking change: #url,0,0.5
Removing this,0,0.5
Removing unnecessary code can improve the overall look and feel of the codebase. Let's consider removing the commented out code. 😄 - @github,0,0.5
Reopening this PR,0,0.5
Replacing this static value with a constant can improve code maintainability.,0,0.5
Respecting each other's contributions is key for success. Let's collaborate to make improvements. - @github,0,0.5
Resulting in this effect,0,0.5
results in,0,0.5
return a match expression. Oh wait. Crap,0,0.5
Returns the corresponding symbol in this type or a base type that implements interfaceMember,0,0.5
Revenge is not a constructive approach to resolving conflicts. Let's strive for positive and productive communication.,0,0.5
Ricardo is a great teammate,0,0.5
right it's less selective you stupid fuck,1,0.5
Right now I don't think you can use LLVM without having an NDK -- but I was thinking we could fix that? Like it should be possible to work,0,0.5
Right now it is set as a property though and properties don't need a verb correct? I can revert to a method though,0,0.5
Roslyn emits a custom attribute for this scenario,0,0.5
Roslyn has code analyzers for this scenario,0,0.5
Roughly the architecture/call stack as currently implemented is,0,0.5
Rules are academic. In the end what counts is cost of maintenance. Replacing #code with #code improves readability and reduces possibility of bugs,0,0.5
Same comment: We should be testing to make sure that appropriate exceptions are thrown on wrong-language invocations,0,0.5
same feedback applies to all the templates,0,0.5
Same for new Pipe below,0,0.5
same here,0,0.5
Same here,0,0.5
same issue as #741 again NRE is thrown now at #url,0,0.5
Same,0,0.5
Same: iterator function,0,0.5
Same: two spaces before equals,0,0.5
Sample and device tests still need to be tested on iOS,0,0.5
Sebastien recommended that we change the ArgumentNullException's as well in these Nullability PRs,0,0.5
See 269a68c for how I solved it,0,0.5
See following comment first (I'm assuming this naming is related to #code which doesn't fully make sense to me),0,0.5
See info in [area-owners.md](#url) if you want to be subscribed,0,0.5
See info in area-owners.md if you want to be subscribed,0,0.5
Seems insane,1,0.5
Seems is building fine,0,0.5
seems wrong #Closed,1,0.5
Sending smiles,0,0.5
Setting up such a configuration means you are stupid,1,0.5
She immediately had some good ideas for us to try,0,0.5
She immediately takes care of it,0,0.5
ship it,0,0.5
Shit. I guess I cannot pick this up,1,0.5
Shoot yourself,1,0.5
Should be fixed in #url,0,0.5
Should I change to default PreferInlineCompletions to DOTNET_SYSTEM_NET_SOCKETS_INLINE_COMPLETIONS? Or maybe we keep as-is and do API productization discussion later,0,0.5
Should I create an issue and link that in the binding,0,0.5
Should the test that the value shouldn't change just live in the compiler,0,0.5
should this also be MauiComboBox,0,0.5
should this be #if DEBUG,0,0.5
should this be here or in DeviceTest,0,0.5
Should this be under Hosting/Fonts,0,0.5
Should this entire file go in this #code,0,0.5
Should this have a Disconnect,0,0.5
should this value be true,0,0.5
Should we add more tests for the other shapes? Or is Ellipse sufficient,0,0.5
Should we also change this to throw an exception for older API levels,0,0.5
Should we ask Ricardo?,0,0.5
Should we be replacing this #code with an #code,0,0.5
Should we be using the #code stuff we have in #url. Or are we sure we won't get any output after the #code call has completed,0,0.5
Should we consider making this the default for all projects,0,0.5
Should we drop this,0,0.5
Should we give an example in the commit message what the problem here was,0,0.5
Should we include the RuntimeIdentifier in the Intermediate Path? Or will that just confuse things,0,0.5
Should we make this a #code just in case the version number changes? If this just removed an entire line that matches: #code,0,0.5
Should we maybe set this to ImportantForAccessibility.Auto instead of null,0,0.5
Should we mention #code here? as its specific that that ItemGroup cannot contain those items,0,0.5
Should we not set a background color on any pages then and just let the system handle that,0,0.5
Should we reject anything that isn't [A-Z][A-Z],0,0.5
Should we remove this? What happens if we get an error which we are not expecting? This would then bubble up to MSBuild and give a horrible MSxxxx error. Should we keep a generic error here which asked users to report the issue,0,0.5
Should we target this to preview10 branch,0,0.5
Should we,0,0.5
Shouldn't this be done in the other ctor,0,0.5
Shouldn't this be done in the other ctor? Also how do you feel about passing in an #code \ #code instead to the ctor? This feels a little gross,1,0.5
Shouldn't this be MauiCheckBox,0,0.5
Sigh,1,0.5
SignalR gets the headers by calling #code method,0,0.5
Signals Rosyln would move away from ImmuntableDictionary for a fast Dictionary clone method #url,0,0.5
similar feedback applies to all dropdowns,0,0.5
Simple repro with inline IL,0,0.5
Since its just extension methods that folks aren't going to directly reference it's not a terrible type conflict. I'd just suppress the error for now and file a bug. If folks have a scenario for using the two types and notice the clash we can address it,0,0.5
Since this could be a 4MB string,0,0.5
small also,0,0.5
small formatting,0,0.5
small typo,0,0.5
So for example,0,0.5
So good,0,0.5
So how about we write it as if it was wrong most of the time,0,0.5
So I did a fetch on 786 and tried to recreate the line with tabs and sure enough my end thinks they are tabs still.  This is a different computer with a new fetch and checkout.  Any ideas on what might be going on,0,0.5
So is this a inherent design flaw of the original monaco editor (You are the expert on original Monaco),0,0.5
So it has to be in that directory. What other files do we have in x64,0,0.5
So that users can override it in their #code file,0,0.5
So the major difference here is that we allocate #code aka #code directly in unmanaged memory. While originally we were using pinned managed memory #code,0,0.5
So the upshot is that if we substitute in a phi we can either get,0,0.5
So they are in the wrong project. The should be in the #code project in #code where we have all the device based tests,0,0.5
So this means we're registering one per language,0,0.5
SO WATCH IT MOFO PIECE OF GARBAGE RACIST MOFO ASSHOLE.  IM TRYINBG TO BE NICE HERE SO TAKE WHAT i SAY AS A COMPLIMENT!Yamla,1,0.5
so we are always adding this jar file? Is that going to impact any project which dont need it,0,0.5
So we have a few options,0,0.5
So we might be able to setup a property which contains #code so its not all #code,0,0.5
So we should emit both then? I'll take a look at doing that,0,0.5
so who delete db file left out,0,0.5
Software engineering is not for you,1,0.5
Some day you're going to hate yourself for living such a worthless life,1,0.5
Some streams allow sync operations to be cancelled by Disposing the stream,0,0.5
Someone else (@github or others) are welcome to counter my point here. Just my opinion,0,0.5
Something like (_untested_),0,0.5
Something like,0,0.5
Sometimes it feels like this knowledge needs to be spread further across teams.,0,0.5
sometimes nasty bugs can be introduced,1,0.5
son of  bich,1,0.5
sorry 🤦,0,0.5
Sorry again,0,0.5
Sorry for being unclear. The latter,0,0.5
Sorry for my stupid fault,1,0.5
Sorry for my stupid to make this pr happened,1,0.5
Sorry for the bad suggestion,0,0.5
Sounds good 😂,0,0.5
start with either #code or #code so it gets sorted along other important/critical logs,0,0.5
Stay in touch,0,0.5
Still fails for me,1,0.5
still not working :(,0,0.5
still seeing similar issues where hovering changes the color,0,0.5
Stop coding,1,0.5
Stop it,1,0.5
stop leaving stupid harping messages for peopel that are nil to do with what you are talking about,1,0.5
Stop pussy-footing,1,0.5
Stop that,1,0.5
Stop undoing my edits or die,1,0.5
structural order: #code,0,0.5
Stupid linker. Fixed,1,0.5
stupid manuel,1,0.5
stupid me,1,0.5
stupid off by one errors,1,0.5
Stupid peace of shit stop deleting my stuff asshole go die and fall in a hole go to hell,1,0.5
Stupid q - how does the implementation know to use the #code instance,0,0.5
Stupid question: why do we know its not a literal? because it could be dynamic,0,0.5
stupid question: why isn't #code instead of #code,0,0.5
Succinct and lovely,0,0.5
Such as #code,0,0.5
Such as #url,0,0.5
Such as this:,0,0.5
Suck my dick. Thank you,1,0.5
Suggest enforcing #code to avoid garbage #code PRs,0,0.5
suggestController.ts is entry point of changes,0,0.5
Suggestion?  Should the lock file contain the pid of the first process to create the file?  That way the message could print which process id started the build and what the current process id is,0,0.5
Suicide,1,0.5
Swear to fuck your mom if you swear to tape it,1,0.5
System.InvalidCastException : Specified cast is not valid,0,0.5
Tagging subscribers to this area: @github,0,0.5
Take care now,0,0.5
takes care of the rest.  Too many languages doesn't mix with late-night programming,0,0.5
Terrible 😁. At least have a bool or enum property,1,0.5
Test failure is unrelated (#url),0,0.5
Test failures are unrelated (#url and #url),0,0.5
Test failures are unrelated (both due to #url),0,0.5
Test failures are unrelated,0,0.5
Test is failing @github,0,0.5
Test is failing on iOS,0,0.5
tests failed,0,0.5
TextColor is here to prevent issues wrt not implementing the full interface properly,0,0.5
Thank you for your feedback. Let's focus on constructive criticism to improve our work. - @github,0,0.5
Thank you for your review,0,0.5
Thank you,0,0.5
Thanks @github and @github,0,0.5
Thanks a lot,0,0.5
Thanks a lot. The logic was definitely wrong,0,0.5
Thanks for calling this out. I think this is actually wrong. I'll come up with a test case to hit this. #Resolved,0,0.5
Thanks for checking,0,0.5
Thanks for explaining! :),0,0.5
Thanks for fixing our pain points,0,0.5
Thanks for pointing out the leak,0,0.5
Thanks for putting out this fire,0,0.5
Thanks for sharing your thoughts. How can we collaborate to address this? - @github,0,0.5
Thanks for sharing. We'll do better 😊,0,0.5
Thanks for submitting this issue,0,0.5
Thanks for the feedback @github! Opened an issue here #url - feel free to add more info,0,0.5
Thanks for the remind. This one is about allowing the core markdown renderer to display #code which is sanitized by #code. I'll revert the change for now and see ppl's feedback,0,0.5
Thanks so much,0,0.5
Thanks to you neither me nor my family will give this shit open source project a fucking dime,1,0.5
thanks,0,0.5
Thanks,0,0.5
Thanks! I want to be super cautious here - as the potential damage is... nice -  and  I am absolutely not in hurry to commit this one before we are fully confident! Just want to make sure we keep working on it - as it gets bigger and I am quite senile :blush,0,0.5
Thanks. I'd liked the explicit version better anyway,0,0.5
Thanks. I'll look into that,0,0.5
That can only occur via misuse of a public API,0,0.5
That filter could yield to thread pool to get off the current work item and enable mitigation on a unique workitem that's closer to this code. The equivalent of doing this,0,0.5
That is a good point,0,0.5
That is correct,0,0.5
that is not used at all in this pr... I left it in because I was thinking someone may want to create a platform specific for android/ios to address #4853,0,0.5
That is only true on Windows (i.e. C #code is always 32-bits). On non-Windows the #code is typically 32-bits on a 32-bit CPU and 64-bits on a 64-bit CPU. This is a terrible thing to discover so in .NET 6 we introduced [#code](#url). A big thanks to @github for pushing on it,0,0.5
that kills trust,1,0.5
that only goes so far,1,0.5
That said I don't have any strong opinions about it. Code can always be modified. 🙂,0,0.5
That said I wouldn't mind merging it as is. 😄,0,0.5
That seems... terrible.  Why does it do that,1,0.5
That shouldn't be the case ... o_O the title should never be empty because it was getting set by #code,0,0.5
That took 22 seconds to return any results,0,0.5
That was my guess,0,0.5
That works for experimentation,0,0.5
That's a shame. I used to like having the panel and side bar next to each other with the code pushed all the way left,0,0.5
That's about our reaction :). Seems like it might be DI flakiness that just hit Negotiate tests (so the quarantine might not be super effective 🤷‍♀),0,0.5
that's insane.. there should be a warning comment before every single local function,0,0.5
That's not the best,0,0.5
That's not too bad,0,0.5
That's really a terrible style IMO. 😄,1,0.5
That's why I seriously discourage doing this in a .NET app,0,0.5
That's why I seriously discourage doing this in a .NET app,1,0.5
The .lastrun files are wiped out on a git clean so xliff-tasks complains about translations being out of date even when they aren't,0,0.5
The [documentation](#url) for #code says,0,0.5
The #code is correct,0,0.5
The #code which also contains an #code which is a subclass of  #code! So much context,0,0.5
the #code which is embeded in the native ALC - and yes - that name is TERRIBLE and has to go,1,0.5
The 32 failed tests show that something functional changed,0,0.5
The absence of cancellation/timeout support in these code paths could be improved.,0,0.5
The alternatives I've considered here would've been,0,0.5
The author of this code is a fool,1,0.5
The author of this code is a pure magician,0,0.5
The author of this code should be fired,1,0.5
the behavior is crazy why are you doing this,1,0.5
the behavior is unpredictable,0,0.5
The benchmarks and code are all up-to-date and accessible from the [vxsort-cpp](#url),0,0.5
The BigInteger type is an immutable type that represents an arbitrarily large integer whose value in theory has no upper or lower bounds,0,0.5
The bounds (128 => 512) can be tightened further here in that case. I will extract these to consts,0,0.5
The built-in platforms also use color for interactive controls,0,0.5
The code has been reviewed and confirmed to be correct. Great work! @github,0,0.5
The collect command was,0,0.5
The compat council explicitly decided that we should not produce methodimpl entries for the ambiguous scenario on runtimes that are not known to have the fix to [#url](#url). The compat council's decision is documented in [#url](#url),0,0.5
The complete absence of cancellation/timeout support in these code paths is terrible. Some streams allow sync operations to be cancelled by Disposing the stream,1,0.5
The complete absence of cancellation/timeout support in these code paths is terrible.,1,0.5
The complexity of the lambda expression could be reduced to enhance readability and maintainability. Creating a separate method might be beneficial to simplify the code structure. - @github,0,0.5
The conflict encountered may be related to changes in new gcc header files. It would be helpful to investigate and address this issue to ensure compatibility.,0,0.5
The conflict I get is due to stupid new gcc header file crap,1,0.5
The consistency in your coding style across different modules is commendable.,0,0.5
The constructor approach for the collection may appear unconventional but it aligns with the expected functionality. Let's focus on the code functionality achieved rather than the syntax. - @github,0,0.5
The current approach works but might need optimization for larger datasets.,0,0.5
The design of this type may seem complex. Perhaps pointing it to an instance like 'result' instead of inline values could improve readability @github.,0,0.5
the diff is terrible.  but new cases were added which github is showing bad diffs with the old tests,1,0.5
The dispatcher call seems essential for proper functioning. Let's ensure that all dependencies and functionalities are clearly documented for better comprehension. - @github,0,0.5
The doc comment for this member says,0,0.5
The existing code can be re-used to handle,0,0.5
The failing test does not seem to be an issue caused directly by this PR,0,0.5
The fast-path here is #code and #code. We only perform the #code lookup if a custom reason phrase is specified,0,0.5
The first change adds CNS_INT long 0 Fseq[_00] for source field in the field by field assignments even when offset is 0,0,0.5
The first THREE were rejected out of hand and the following half a dozen where similarly ditched. I could produce ANOTHER fukkin half a dozen but it that wouldn't matter to a pure PoS paid scumbag would it,1,0.5
The fix above was merged,0,0.5
THE GOD THAT YOU HATE HATES YOU,1,0.5
The implementation generally follows the project's coding guidelines.,0,0.5
the iOS/Mac tooling does not allow this to be overridable. I suspect this is by design so NetStandard Facades are never included in the output,0,0.5
The issue in #url should be working now,0,0.5
The ListView is displaying incorrectly,0,0.5
The loc team needs to be in the loop for sure. If they want me to revert the change I can do so easily,0,0.5
The logging is _insane_; is any of that detail useful❔,0,0.5
The main reason for the usage of PublishSingleFile was the saving of filespace,0,0.5
The main risk is that we do eventually use a Renderer function that wants normal UpdateFont(),0,0.5
The managed names are #code and #code,0,0.5
The memory is corrupted,0,0.5
the old Begin/EndAccept methods support doing an accept and receive in a single operation. Unfortunately the API for this is terrible and forces allocation,1,0.5
The only downside is that #code now cannot understand that it doesn't need a null check in cases like,0,0.5
The only thing you are persistant at you ugly bastard is fucking the TROLL,1,0.5
The other (and most probably a **very stupid**) idea I had was to try to have a scheduler that in the ctor would use reflection to access the internal field of ThreadPool that stores the work items in a #code,0,0.5
The path seems wrong. It should be #code instead of #code,0,0.5
The performance of this is terrible for large buffers,1,0.5
The point of the ExecutionMode platform specific was to tell WebView on UWP to run out of process,0,0.5
The preview window should be automagic on changes. The actual JSON should be written on Save button,0,0.5
the previously display text was just terrible,1,0.5
The previously displayed text may have room for improvement. Let's work together to enhance the clarity and quality of the displayed text.,0,0.5
The prior reflection not throwing asserts or something if it failed to me is incredibly suspicious too since we could have silently broken this in other ways,0,0.5
The problem is that the AppleCertificatePal.Dispose is likely not guaranteed to be called (ie. no finalizer on AppleCertificatePal and/or X509Certificate) which is pre-existing problem,0,0.5
The program works fine on x64 and does not work on power Below are the console and generated IL codes for both plaforms along with the small test program.,0,0.5
The purpose of setting it automatically inside the APIs created specifically for the previewer/designer is that we then this boolean becomes usable/accurate for every existing release of VS and VSM. The alternative is that we will have a bool that will be wrong for the vast majority of people for the next year,0,0.5
The quoted stuff was all from,0,0.5
The reason the symbols can't be found is because they're private:,0,0.5
The reasons that I went this way instead of using something new to solve the problem,0,0.5
The results there appear to be garbage but are all convieniently in the range of valid BSF results. The only thing I can think of that would cause that is the emitter encoding the wrong operand.  @github any ideas how that could happen,0,0.5
